OBJECTID_1,OBJECTID_2,RLGIS_ID,Lit,OrgCode,Cmplx_Name,OrgName,Dvsn_Name,Unit_Name,Subunit_Na,StateAbbr,Region,Origin,Loc_Name,SOI_Feat,Obs_Date,Derived,Com_Name,Sci_Name,TSN,Status,Comments,TYPE,LOCATION,TREE_TYPE,SPP,IDENT,IDENTS,DBH,BASAL,SIDE,TOP,CAV_WIDTH,CAV_HEIGHT,CHAMHEIGHT,SNAG,TOT_CHAMB,WALL_THICK,INSID_CHAM,Orig_Date,Distance,RSL_Type,X,Y,COMMENT,CHECKED,CHAM_WDTH,WALL_WIDTH,USE_TREE,COLONY,BAT_SPP,PWTR_DIST,WWTR_DIST,CAVTR_DIST,EDGE_DIST
473,473,{8B63F809-D24A-47BB-9D68-8611FD201B77},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,4/1/2006,,,,0,,,WAYPOINT,SITE3,P,SG,515,515,16,Y,N,N,21,24,180,N,0.00000000000,0.00000000000,0.00000000000,1-April-2006,0.00000005868,NWR,-88.74004308420,33.26901551330,1-April-2006,Y,7.5,4,N,ND,,154,154,26,138
474,474,{4C5C909F-FF7A-4D00-A393-818E50F27961},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,4/1/2006,,,,0,,,WAYPOINT,SITE3,P,AE,516,516,8,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,1-April-2006,0.00000005964,NWR,-88.73877171720,33.26795335850,1-April-2006,N,-,-,N,ND,,258,258,25,58
475,475,{109FD4F6-D3D5-46AA-B022-7C3DEAB6989A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,4/1/2006,,,,0,,,WAYPOINT,SITE3,P,SG,517,517,8,Y,N,N,2,8,144,N,0.00000000000,0.00000000000,0.00000000000,1-April-2006,0.00000005114,NWR,-88.73897020060,33.26773341740,1-April-2006,Y,5,2,N,ND,,231,231,31,30
476,476,{59BB96DE-52FC-45F4-81B0-A2726D7E6032},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,4/1/2006,,,,0,,,WAYPOINT,SITE3,P,SG,518,518,14,Y,N,N,2,17,60,N,0.00000000000,0.00000000000,0.00000000000,1-April-2006,0.00000005231,NWR,-88.73972121920,33.26819475730,1-April-2006,Y,6,3,N,ND,,234,234,84,50
477,477,{3E529A30-5C37-4812-868F-F69AD34E46C8},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR1,Cavity,,,,,0,,CUT WINDOW,WAYPOINT,GTR1,A,BT,40,,0,Y,N,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,,0.00000006577,NWR,-88.75796744890,33.28728906800,,Y,23.5,7.5,Y,W,BOTH,53,53,16,1
478,478,{F6F4BD28-4552-495F-AA7E-0940FEDCA450},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/31/2006,,,,0,,along trail,WAYPOINT,WILD,A,SG,406,406,36,Y,N,N,23,29,84,N,0.00000000000,0.00000000000,0.00000000000,CRTD 11:42 31-MAY-06,0.00000005506,NWR,-88.84894077040,33.29663690180,CRTD 11:42 31-MAY-06,Y,25.5,7,N,ND,,13,13,139,13
479,479,{BF44B0E9-4EBA-4F1C-8B1B-D0451C4677AE},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,5/26/2006,,,,0,,,WAYPOINT,WILD,A,BT,537,537,26,Y,N,N,20,91,200,N,0.00000000000,0.00000000000,0.00000000000,CRTD 10:15 26-MAY-06,0.00000005763,NWR,-88.81037596910,33.29711969940,CRTD 10:15 26-MAY-06,Y,-,-,Y,N,RAF,661,0,90,83
480,480,{72616070-492D-46ED-BEF5-2251811733EC},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,6/12/2006,,,,0,,,WAYPOINT,GTR 1,A,BCY,1,,0,,,,0,0,0,,0.00000000000,0.00000000000,0.00000000000,CRTD 13:03 12-JUN-06,0.00000005602,NWR,-88.77475539520,33.27326061200,CRTD 13:03 12-JUN-06,Y,37.5,3,Y,M,RAF,17,17,76,15
481,481,{19D872D5-030D-46BB-80CA-82EEFFEC328A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,6/12/2006,,,,0,,,WAYPOINT,GTR 1,A,,CUTOUT,,0,,,,0,0,0,,0.00000000000,0.00000000000,0.00000000000,CRTD 13:13 12-JUN-06,0.00000005805,NWR,-88.77294306010,33.27169235790,CRTD 13:13 12-JUN-06,,,,,,,,,,
482,482,{3B39C674-EA37-4BFD-8E1F-E392679C8EF4},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,GTR 1,Cavity,6/12/2006,,,,0,,,WAYPOINT,GTR 1,A,BCY,7,,0,,,,0,0,0,,0.00000000000,0.00000000000,0.00000000000,CRTD 13:23 12-JUN-06,0.00000006099,NWR,-88.77013210500,33.27149923880,CRTD 13:23 12-JUN-06,Y,63.5,3.5,Y,M,RAF,23,23,94,20
483,483,{31995496-0030-4023-9E79-8B8F08AC6FAC},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,WILD,Cavity,6/1/2006,,,,0,,"Found along trail - close to 241, Has a ceiling",WAYPOINT,WILD,A,BT,600,600,26,Y,N,Y,15,17,180,Y,0.00000000000,0.00000000000,0.00000000000,CRTD 10:14 01-JUN-06,0.00000005409,NWR,-88.84189728950,33.30044027410,CRTD 10:14 01-JUN-06,Y,-,-,N,ND,,120,120,97,2
484,484,{B9738410-FF8E-45A5-960F-3932E3A427A6},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,Oktoc Creek,Cavity,,,,,0,,CUT WINDOW,,Oktoc Creek,A,BCY,267,267,0,N,Y,Y,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,,0.00000004105,NWR,-88.75543728760,33.27230088410,,Y,-,-,Y,W,RAF,22,22,550,517
485,485,{BE6EE1EF-1F1F-4888-AFC6-E823D19F3672},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,410,410,8,Y,N,N,7,15,40,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000006019,NWR,-88.72178260520,33.26047535980,8-June-2006,Y,2,3,N,ND,,-,-,-,-
486,486,{7DEBF7FE-E2C0-4B6C-BCB2-9B2510DB0815},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SG,434,434,16,Y,N,N,4,7,84,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005380,NWR,-88.72568253720,33.26026614750,8-June-2006,Y,11,1.5,N,ND,,53,53,10,129
487,487,{71CEA1E6-A79F-4940-BFD2-C6ECEA3DA540},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,435,435,24,Y,N,N,5,10,60,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005469,NWR,-88.72226003840,33.26020177440,13-June-2006,Y,16,3,N,ND,,39,39,1,406
488,488,{84D23F21-3ED4-4EBB-A107-8B3FCD66B000},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SG,436,436,22,Y,N,N,28,37,102,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005513,NWR,-88.72449163630,33.25552936630,8-June-2006,Y,15,4,N,ND,,116,116,53,200
489,489,{DBAE0E31-5852-4DC1-83F0-17625D70DADC},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,437,437,8,Y,N,N,13,32,60,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006109,NWR,-88.72059170440,33.26034124930,13-June-2006,Y,-,-,N,ND,,119,119,15,377
490,490,{6DFFA037-086E-4482-8BDE-0540F63FDD25},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,CAN'T SEE TOP,WAYPOINT,SITE3,P,HOR,438,438,14,Y,N,N,4,38,0,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005991,NWR,-88.72024838170,33.26107617460,13-June-2006,Y,2.5,2.5,N,ND,,63,63,15,447
491,491,{48EE8490-D82A-4703-B4F5-3DFA1C0FF43A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,"RAT SNAKE IN CHAMBER, 1RAF",WAYPOINT,SITE3,A,OCO,440,440,48,Y,N,N,29,26,240,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005975,NWR,-88.72329000670,33.25615163880,8-June-2006,Y,21,11,Y,N,RAF,53,53,130,82
492,492,{FFAEEAEA-33B3-489F-8DDB-1FE9BDB0EF99},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SG,444,444,10,Y,N,N,6,10,108,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005972,NWR,-88.72300569250,33.25808819370,8-June-2006,Y,7.5,2.5,N,ND,,57,57,32,214
493,493,{C4569AF5-7513-4D40-BFCF-886AE20049D1},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SG,446,446,18,Y,N,N,3,13,100,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005894,NWR,-88.72618142800,33.26025541860,8-June-2006,Y,11.5,4,N,ND,,78,78,36,89
494,494,{BC95D272-1633-4602-AB62-ED7AD563A6EF},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,CAN'T SEE TOP,WAYPOINT,SITE3,P,SB,447,447,12,Y,N,N,2,8,0,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005266,NWR,-88.72228686050,33.26028760510,13-June-2006,Y,-,-,N,ND,,49,449,10,434
495,495,{F1904228-8DCC-4D91-AB65-2C623703AE60},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,450,450,10,Y,N,N,10,12,46,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006055,NWR,-88.72121934130,33.26029833400,13-June-2006,Y,-,-,N,ND,,69,69,17,410
496,496,{4D3621EC-11E4-4F88-90E5-1BDB1CFB4246},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,CAN'T SEE TOP,WAYPOINT,SITE3,P,AHL,454,454,10,Y,Y,N,3,55,0,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005403,NWR,-88.72042540750,33.26110299670,13-June-2006,Y,5.5,3.5,N,ND,,65,65,19,458
497,497,{2F6B8C32-5405-4995-826D-24213949F157},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,CAN'T CHECK,WAYPOINT,SITE3,P,SYC,457,457,36,Y,N,N,4,12,0,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006042,NWR,-88.72035030560,33.26333995900,13-June-2006,N,-,-,N,ND,,26,26,24,575
498,498,{9CA268CD-99A1-4E9F-9538-C40BC33128E8},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,462,462,24,Y,N,N,8,5,60,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005972,NWR,-88.72020546630,33.26080258930,13-June-2006,Y,11,5.5,N,ND,,93,93,14,403
499,499,{A854168D-654E-4D4F-8380-37EF4B41F91D},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SG,465,465,14,Y,N,N,15,10,72,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005423,NWR,-88.72675542080,33.26035734260,8-June-2006,Y,-,-,N,ND,,46,46,6,43
500,500,{E58FD085-E2B3-42FF-82B6-6AD8F07F31C8},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SCO,467,467,24,Y,N,N,8,16,180,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005868,NWR,-88.72471694190,33.25732644640,8-June-2006,Y,12,4,N,ND,,140,140,17,254
501,501,{79C56C11-5A89-4223-BF77-2443EACDD868},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SG,468,468,8,Y,N,N,5,21,36,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005870,NWR,-88.72296814160,33.25815256680,8-June-2006,Y,-,-,N,ND,,59,59,12,220
502,502,{00319139-AE02-41FD-972B-FD7BDBB0FD9E},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,469,469,14,Y,N,N,8,16,144,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005647,NWR,-88.72416977130,33.25748737890,8-June-2006,Y,7,2.5,N,ND,,90,90,31,232
503,503,{EF49EE9A-D0E8-4A65-9644-5B15C4106639},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,TREE STAND,WAYPOINT,SITE3,P,SG,470,470,18,Y,N,N,13,14,180,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005687,NWR,-88.72448090750,33.25727280220,8-June-2006,Y,10,3,N,ND,,112,112,32,230
504,504,{54A9BD66-1651-403C-BC7F-201E3715A45B},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,YELLOW JACKETS,WAYPOINT,SITE3,P,SH,471,471,22,Y,N,N,3,19,216,Y,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005934,NWR,-88.72312907420,33.25837787230,8-June-2006,Y,6.5,8,N,ND,,36,36,9,241
505,505,{85BBC48F-994F-4871-A992-F54A0F964CC3},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SG,535,535,30,N,Y,N,0,0,0,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005427,NWR,-88.72499052720,33.25525041660,8-June-2006,N,-,-,N,ND,,204,204,185,141
506,506,{DD7D97C7-A0CC-45B4-8875-E19A85934535},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,538,538,14,Y,N,N,6,52,108,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005448,NWR,-88.72668031890,33.26001938420,8-June-2006,Y,7.5,3.5,N,ND,,89,89,25,61
507,507,{8B26A866-379F-40C1-A6EF-3FEC331412A0},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,539,539,14,Y,N,N,8,14,108,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005313,NWR,-88.72133735850,33.26018031680,13-June-2006,Y,8,2,N,ND,,61,61,11,387
508,508,{2813A946-5E93-4CE0-9074-8E73A7F657C7},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,540,540,8,Y,N,N,3,26,8,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006350,NWR,-88.72166995250,33.26040025790,13-June-2006,Y,-,-,N,ND,,59,59,9,399
509,509,{6AFD3590-F9EA-4A27-A681-D5D1362A5168},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,CAN'T SEE TOP,WAYPOINT,SITE3,P,AHL,542,542,16,Y,N,N,5,24,0,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005426,NWR,-88.72080628120,33.26022323210,13-June-2006,Y,8.5,3.5,N,ND,,100,100,32,373
510,510,{E799E9A2-3948-4845-A9F4-8D7BC199298F},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,544,544,10,Y,N,N,4,10,60,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005396,NWR,-88.72226003840,33.26042171560,13-June-2006,Y,-,-,N,ND,,58,58,16,456
511,511,{AD4954B1-DBFA-4662-9D3A-9EDB2231FF52},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SG,547,547,12,Y,N,N,2,10,0,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005417,NWR,-88.72563425740,33.25999792660,8-June-2006,Y,6,2.5,N,ND,,78,78,12,140
512,512,{992A5278-1DEE-439D-A627-71DB500D0225},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,548,548,16,Y,N,N,5,31,192,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005929,NWR,-88.72700218400,33.25989600260,8-June-2006,Y,7.5,4,N,ND,,101,101,27,30
513,513,{7768B063-06E9-4948-B8E8-AB7891F003AA},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,550,550,10,Y,N,N,4,8,48,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006197,NWR,-88.72045759400,33.26366718850,13-June-2006,Y,5.5,2.5,N,ND,,32,32,13,547
514,514,{76D2527B-86E9-42D7-BA60-5F4B7122927C},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,552,552,26,Y,N,N,23,31,57,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006106,NWR,-88.72145537570,33.26016958790,13-June-2006,Y,15.5,1,N,ND,,49,49,8,390
515,515,{05CFA95E-94C3-42AE-B2EE-649CE2A08C0A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,586,586,12,Y,N,N,3,7,240,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005571,NWR,-88.72000161840,33.26390322290,13-June-2006,Y,6.5,3,N,ND,,11,11,9,565
516,516,{C3C99DB4-6CEA-4CB1-80DF-3A5E12E97289},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,CAN'T SEE TOP,WAYPOINT,SITE3,P,SG,587,587,18,Y,N,N,5,13,0,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005945,NWR,-88.72006599150,33.26401587570,13-June-2006,Y,6.5,4.5,N,ND,,9,9,14,567
517,517,{8FF7581A-9F2D-47B4-8F5B-DD2B949C155D},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,588,588,16,Y,N,N,12,16,84,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005789,NWR,-88.72032348350,33.26360281550,13-June-2006,Y,5,2,N,ND,,18,18,12,585
518,518,{69FE860B-728F-4F23-8C0C-A8E1247A4319},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SB,589,589,8,Y,N,N,4,8,36,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005890,NWR,-88.72018400870,33.26353307800,13-June-2006,Y,-,-,N,ND,,7,7,13,546
519,519,{CB3C3C06-CDEB-423B-8E30-C372AEDB7451},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,590,590,18,Y,N,N,9,18,48,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006114,NWR,-88.71996943190,33.26381739220,13-June-2006,Y,9,5.5,N,ND,,11,11,6,545
520,520,{0CDD034E-8C9B-4E65-AA20-93041FDB269A},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,SEMI-FILLED,WAYPOINT,SITE3,P,SG,591,591,18,Y,N,N,2,23,0,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005517,NWR,-88.72214202120,33.26005157070,13-June-2006,Y,10,3.5,N,ND,,19,19,5,390
521,521,{E3509683-D889-4ED3-83C1-8A0151F4FC5F},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,592,592,16,Y,N,N,4,16,65,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005455,NWR,-88.72207764820,33.26010521490,13-June-2006,Y,7,4.5,N,ND,,25,25,2,391
522,522,{035A7DD1-1265-4429-80EB-AF1BB3D2B06D},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,593,593,18,Y,N,N,3,8,50,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006074,NWR,-88.72203473290,33.26008912170,13-June-2006,Y,9.5,4,N,ND,,23,23,1,389
523,523,{7F47F11C-3DE5-4F68-BAE3-1BC83BAFDCB5},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,WTO,594,594,22,Y,N,N,5,14,50,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000005615,NWR,-88.72223321640,33.26015349470,13-June-2006,Y,12,3.5,N,ND,,40,40,2,402
524,524,{CE2A94DE-841A-4B2C-8665-771777AE2632},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,595,595,16,Y,N,N,3,9,7,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006239,NWR,-88.72180406290,33.26038952910,13-June-2006,Y,8.5,3,N,ND,,56,56,7,416
525,525,{EBEE9F88-639B-4479-AF38-20BA2CE08BB0},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,596,596,8,Y,N,N,5,21,45,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006226,NWR,-88.72209374150,33.26000329100,13-June-2006,Y,-,-,N,ND,,24,24,1,350
526,526,{E6BAB4AE-86FE-4FA4-8954-5D41DE4C3A44},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/13/2006,,,,0,,,WAYPOINT,SITE3,P,SG,597,597,24,Y,N,N,5,15,144,N,0.00000000000,0.00000000000,0.00000000000,13-June-2006,0.00000006314,NWR,-88.72250680170,33.25987990940,13-June-2006,Y,14,5,N,ND,,21,21,37,373
527,527,{1FB7C236-BF14-4CDC-95D1-48376F9FABE5},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,SG,598,598,16,Y,N,N,4,10,55,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005492,NWR,-88.72676614960,33.26030906280,8-June-2006,Y,9,5,N,ND,,56,56,5,40
528,528,{95E7D3A0-73DB-46E7-93D2-FE2DE4D7F318},NXB,43620,,NOXUBEE NATIONAL WILDLIFE REFUGE,Noxubee National Wildlife Refuge,,,MS,4,,SITE3,Cavity,6/8/2006,,,,0,,,WAYPOINT,SITE3,P,AHL,599,599,10,Y,N,N,6,31,87,N,0.00000000000,0.00000000000,0.00000000000,8-June-2006,0.00000005906,NWR,-88.72563425740,33.26015885910,8-June-2006,Y,4.5,3,N,ND,,62,62,15,138
